1,177,-45.15798001163517
2,354,-58.68598793079526
3,531,-58.8981603992005
4,708,-57.28477460786946
5,885,-56.14663628109965
6,1062,-51.48000220471758
7,1239,-48.40138341747022
8,1416,-53.84781916187846
9,1593,-53.988200901935514
10,1770,-57.561712712236485
11,1947,-60.656622208546516
12,2124,-62.530486798277174
13,2301,-61.469929222666934
14,2478,-60.85197840310385
15,2655,-65.69989351760967
16,2832,-65.25387976866074
17,3009,-65.96416288419765
18,3186,-65.81256310452578
19,3363,-66.22961305570469
20,3540,-62.94747560967244
21,3717,-68.34019493937271
22,3894,-63.00378278323401
23,4071,-67.19011337318683
24,4248,-65.16928138202098
25,4425,-65.00291394051568
26,4602,-65.25156924895582
27,4779,-64.08835854158129
28,4956,-71.10692262484359
29,5133,-68.38491006244048
30,5310,-68.82634701479569
