1,177,0.0008123203859490863
2,354,0.000816125654231357
3,531,0.0008021370839264433
4,708,0.0008046438465010648
5,885,0.0008076961431126137
6,1062,0.0008010352398716123
7,1239,0.000816000383452507
8,1416,0.0008123392439157949
9,1593,0.0008007564113638496
10,1770,0.0008096210027145127
11,1947,0.0008059948851159737
12,2124,0.0007930394619871668
13,2301,0.0007990133964409262
14,2478,0.0008180087569069728
15,2655,0.000840874041541148
16,2832,0.0008121371942724885
17,3009,0.0008410666622011002
18,3186,0.000789926550482626
19,3363,0.0008197113619012348
20,3540,0.0008267642414502504
21,3717,0.0008149322143382272
22,3894,0.0008101867417157707
23,4071,0.0008124389217398261
24,4248,0.0008440354449600823
25,4425,0.0008053456322621491
26,4602,0.0008243180937686209
27,4779,0.0007984476574396683
28,4956,0.0008049940658827959
29,5133,0.0008331193762310481
30,5310,0.0008317238866946118
