1,177,0.991205491588614
2,354,0.9751960180573545
3,531,0.9605043301474576
4,708,0.9460014953451642
5,885,0.9317185376997048
6,1062,0.9177079648621338
7,1239,0.9039821186981633
8,1416,0.8905215970540451
9,1593,0.8772854397525895
10,1770,0.8642993949900912
11,1947,0.8516360275489462
12,2124,0.8392276322774295
13,2301,0.8271080349798257
14,2478,0.815198406998047
15,2655,0.8034768602942343
16,2832,0.79200045200391
17,3009,0.7807305337345533
18,3186,0.7696976092575634
19,3363,0.758764436015975
20,3540,0.7480474269322757
21,3717,0.7374065461131812
22,3894,0.7269846227882946
23,4071,0.7166802768653395
24,4248,0.7064942852251948
25,4425,0.6964309505150144
26,4602,0.6864625622997176
27,4779,0.6766405792559608
28,4956,0.6669704587446095
29,5133,0.6574788096934389
30,5310,0.6480838737245334
