1,177,-3.0251116173415533
2,354,-3.1526443217433777
3,531,-4.546041454972521
4,708,-6.130605948173393
5,885,-7.6995359598580055
6,1062,-9.261650969079659
7,1239,-10.789728622652044
8,1416,-12.281016355180471
9,1593,-13.760427927566788
10,1770,-15.236161011087018
11,1947,-16.673700241045765
12,2124,-18.15343842802748
13,2301,-19.60553750075863
14,2478,-21.065507684050306
15,2655,-22.510152030125848
16,2832,-23.940491660166597
17,3009,-25.382768706413312
18,3186,-26.795737498224117
19,3363,-28.2022122205314
20,3540,-29.5884603618902
21,3717,-30.96465049355717
22,3894,-32.32508161512472
23,4071,-33.658385627013814
24,4248,-34.964774503546245
25,4425,-36.28512428844042
26,4602,-37.566277929618536
27,4779,-38.79748379982124
28,4956,-40.022292896852655
29,5133,-41.25808875304831
30,5310,-42.47134608468093
