1,587,7.159413572470618
2,1174,15.399604561787854
3,1761,27.161563353400417
4,2348,35.04027351366397
5,2935,38.09094200914113
6,3522,39.56497945574317
7,4109,40.910154345900686
8,4696,41.90604091949723
9,5283,42.14794196952547
10,5870,41.01057408412433
11,6457,39.076976880101164
12,7044,37.60267619339327
13,7631,36.28801236323238
14,8218,35.835541470087364
15,8805,36.18111471666794
16,9392,36.714476518777204
17,9979,37.16579666007723
18,10566,36.55822194698925
19,11153,35.35607560854754
20,11740,34.10335607707399
21,12327,33.081677981089086
22,12914,31.82631947194088
23,13501,30.983952458916164
24,14088,29.791251317402775
25,14675,28.74695060119109
26,15262,28.230617396470027
27,15849,28.081532583935296
28,16436,27.72271953043377
29,17023,27.50937653887617
30,17610,26.99666301720796
